Course,Respondents (%),Employed (%),Employed and Pursuing Further Studies (%),Pursuing Further Studies (Full time) (%),Resigned from Work (%),    Unemployed – Can’t Find Work (%),    Unemployed – By Choice/On Vacation (%),Voluntary Religious or Military Service (%),Total (%),,Employed (#),Employed and Pursuing Further Studies (#),Pursuing Further Studies (Full time) (#),Resigned from Work (#),    Unemployed – Can’t Find Work (#),    Unemployed – By Choice/On Vacation (#),Voluntary Religious or Military Service (#),,Respondents (%),0 (%),1 (%),2 (%),3 (%),4 (%),5 (%),6 (%),7 (%),8 (%),9 (%),10 (%),11 (%),12 (%),13 (%),14 (%),15 (%),16 (%),17 (%),18 (%),19 (%),20 (%),21 (%),22 (%),23 (%),24 (%),Total  (%),,0 (#),1 (#),2 (#),3 (#),4 (#),5 (#),6 (#),7 (#),8 (#),9 (#),10 (#),11 (#),12 (#),13 (#),14 (#),15 (#),16 (#),17 (#),18 (#),19 (#),20 (#),21 (#),22 (#),23 (#),24 (#),,Respondents (%),Academe/Universities (%),Accounting/ Auditing (%),Advertising and PR (%),"Agriculture and forestry, fishing (%)",Airlines (%),"Arts (Photography, Theater, etc) (%)",Automotives / Cars (%),Banking / Investment (%),BPO (%),Building and Construction Trade (%),Call Center (%),Church / Ministry (%),Computer and I.T. (%),Consultancy (except Marketing Consultancy) (%),Corporate Foundation (%),Development (%),E-commerce (%),Energy/ Oil / Petrochemicals (%),Events Management (%),Family Business (%),Fashion/Clothing/RTW (%),Finance (%),"Food, semi-luxury food, and beverage industry (%)",Gaming and Casino (%),Government/ Gen. Public Administration (%),Hotel/Restaurant (%),Housing (%),"HR (Executive Search, HR Consultancy) (%)",Insurance (%),International Organizations (%),Law/Legal (%),Mall Management (%),Manufacturing - Beauty and Cosmetics (%),Manufacturing - Consumer Goods (%),Manufacturing - Pharmaceuticals (%),Maritime (%),Marketing Consultancy (%),Media - Film/TV (%),Media - Online (%),Media - Print / Publishing (%),Media - Radio (%),Medicine/Health System (%),NGO (%),Own Business (Entrepreneurship) (%),Plastics/rubber/asbestos manufacturing (%),"Precision mechanics, optics, toy industry and jewellry (%)",Product Development (%),Professional - Entertainment/Music/Showbiz (%),Professional - Sports / Sports and Recreation (%),Real Estate (%),Research (%),Shipping / Logistics (%),Supply Chain (%),Telecommunications (%),Trade (wholesale trade and retail trade) (%),"Trade and commercial associations, parties (%)",Transport (%),Travel (%),Utilities (%),Others (%),Total (%),,Academe/Universities (#),Accounting/ Auditing (#),Advertising and PR (#),"Agriculture and forestry, fishing (#)",Airlines (#),"Arts (Photography, Theater, etc) (#)",Automotives / Cars (#),Banking / Investment (#),BPO (#),Building and Construction Trade (#),Call Center (#),Church / Ministry (#),Computer and I.T. (#),Consultancy (except Marketing Consultancy) (#),Corporate Foundation (#),Development (#),E-commerce (#),Energy/ Oil / Petrochemicals (#),Events Management (#),Family Business (#),Fashion/Clothing/RTW (#),Finance (#),"Food, semi-luxury food, and beverage industry (#)",Gaming and Casino (#),Government/ Gen. Public Administration (#),Hotel/Restaurant (#),Housing (#),"HR (Executive Search, HR Consultancy) (#)",Insurance (#),International Organizations (#),Law/Legal (#),Mall Management (#),Manufacturing - Beauty and Cosmetics (#),Manufacturing - Consumer Goods (#),Manufacturing - Pharmaceuticals (#),Maritime (#),Marketing Consultancy (#),Media - Film/TV (#),Media - Online (#),Media - Print / Publishing (#),Media - Radio (#),Medicine/Health System (#),NGO (#),Own Business (Entrepreneurship) (#),Plastics/rubber/asbestos manufacturing (#),"Precision mechanics, optics, toy industry and jewellry (#)",Product Development (#),Professional - Entertainment/Music/Showbiz (#),Professional - Sports / Sports and Recreation (#),Real Estate (#),Research (#),Shipping / Logistics (#),Supply Chain (#),Telecommunications (#),Trade (wholesale trade and retail trade) (#),"Trade and commercial associations, parties (#)",Transport (#),Travel (#),Utilities (#),Others (#),,Respondents (%),MNC (%),Big Local Corp. (%),Small/Medium Local Corp. (%),Total (%),,MNC (#),Big Local Corp. (#),Small/Medium Local Corp. (#),,Respondents (%),Academe: Non-Teaching (%),Academe: Teaching (%),Administrative (%),Advertising and/or Production (%),Analytics (%),"Creatives/ graphic design, communication and PR (%)",Corporate Development (%),Compliance (%),Engineering (%),Finance/Accounting (%),Gaming (%),General Management (%),Graphic Design and/or Creatives (%),Healthcare (%),HR (%),Internal Audit (%),"IT (including Project Management, Programming, etc.) (%)",Legal (%),Market Research (%),Marketing and sales/ accounts (%),Merchandising (%),Operations (%),Precision Agriculture (%),Professional Athelete (%),Purchasing / Merchandising / Buying / Procurement (%),Research and Development (%),Supply Chain/Operations (%),Other (%),Total (%),,Academe: Non-Teaching (#),Academe: Teaching (#),Administrative (#),Advertising and/or Production (#),Analytics (#),"Creatives/ graphic design, communication and PR (#)",Corporate Development (#),Compliance (#),Engineering (#),Finance/Accounting (#),Gaming (#),General Management (#),Graphic Design and/or Creatives (#),Healthcare (#),HR (#),Internal Audit (#),"IT (including Project Management, Programming, etc.) (#)",Legal (#),Market Research (#),Marketing and sales/ accounts (#),Merchandising (#),Operations (#),Precision Agriculture (#),Professional Athelete (#),Purchasing / Merchandising / Buying / Procurement (#),Research and Development (#),Supply Chain/Operations (#),Other (#),,Respondents (%),"P0-P5,000 (%)","P5,001-P10,000 (%)","P10,000-P20,000 (%)","P20,001-P30,000 (%)","P30,001-P50,000 (%)","P50,001-P100,000 (%)","Above P100,000 (%)",Total (%),,"P0-P5,000 (#)","P5,001-P10,000 (#)","P10,000-P20,000 (#)","P20,001-P30,000 (#)","P30,001-P50,000 (#)","P50,001-P100,000 (#)","Above P100,000 (#)",,Respondents (%),AB / BS / Associate Degree / Diploma / Bachelors (%),Aviation (%),CFA / Treasury Certificate (%),Dentistry (%),JD / LLB / JD - MBA (%),Language/Foreign Language Studies (%),MA / MFA / MS / M Applied Math (%),MBA (%),MD / MD-MBA / MD-MPH (%),Ph.D.  (%),Others (%),Total (%),,AB / BS / Associate Degree / Diploma / Bachelors (#),Aviation (#),CFA / Treasury Certificate (#),Dentistry (#),JD / LLB / JD - MBA (#),Language/Foreign Language Studies (#),MA / MFA / MS / M Applied Math (#),MBA (#),MD / MD-MBA / MD-MPH (#),Ph.D.  (#),Others (#)
BS Legal Management,14,0.42,0.12,0.42,0.00,0.04,0.00,0.00,1.00,,6,2,6,0,1,0,0,,7.00,0.00,0.29,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,4,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.30,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,10,0.30,0.60,0.10,1.00,,4,8,1,,9,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.11,0.22,0.00,1.00,,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,5,0,0,0,0,0,2,3,0,,10,0.00,0.00,0.00,0.90,0.10,0.00,0.00,1.00,,0,0,0,13,1,0,0,,10,0.10,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,1,0,0,0,13,0,0,0,0,0,0
BS Managemet (Standard Program),89,0.76,0.04,0.13,0.00,0.06,0.00,0.00,1.00,,68,4,12,0,5,0,0,,49.00,0.12,0.24,0.20,0.16,0.10,0.04,0.08,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,11,22,18,15,9,4,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,53,0.02,0.00,0.00,0.02,0.00,0.00,0.02,0.21,0.04,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.09,0.00,0.00,0.02,0.00,0.11,0.02,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.06,0.08,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.04,0.00,0.00,1.00,,2,0,0,2,0,0,2,18,3,0,0,0,2,2,0,0,0,8,0,0,2,0,10,2,0,0,0,0,2,2,0,0,0,2,0,0,5,7,0,2,0,0,0,0,0,0,0,0,2,8,0,0,0,2,3,0,0,3,0,0,,55,0.25,0.33,0.42,1.00,,23,29,37,,54,0.02,0.02,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.22,0.00,0.04,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.41,0.02,0.00,0.02,0.00,0.00,0.06,0.09,0.00,1.00,,2,2,0,0,2,3,0,0,0,20,0,3,0,0,5,0,0,0,0,36,2,0,2,0,0,5,8,0,,54,0.00,0.00,0.19,0.48,0.17,0.11,0.06,1.00,,0,0,16,43,15,10,5,,10,0.30,0.00,0.00,0.00,0.10,0.20,0.40,0.00,0.00,0.00,0.00,1.00,,27,0,0,0,9,18,36,0,0,0,0
BS Management (Honors),2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,2,0,0,0,0,0,0,,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1.00,0.00,0.00,1.00,,2,0,0,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,2,0.00,0.00,0.00,0.00,0.50,0.50,0.00,1.00,,0,0,0,0,1,1,0,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0
BS Management of Applied Chemistry,14,0.79,0.00,0.14,0.00,0.07,0.00,0.00,1.00,,11,0,2,0,1,0,0,,8.00,0.00,0.13,0.38,0.13,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,2,5,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,,7,0.71,0.29,0.00,1.00,,10,4,0,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,,7,0.00,0.00,0.29,0.29,0.43,0.00,0.00,1.00,,0,0,4,4,6,0,0,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,1.00,,0,0,0,0,0,0,7,0,7,0,0
BS Management Engineering,52,0.88,0.00,0.06,0.00,0.06,0.00,0.00,1.00,,46,0,3,0,3,0,0,,33.00,0.06,0.33,0.18,0.09,0.18,0.03,0.03,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,3,17,9,5,9,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.03,0.00,0.00,0.09,0.09,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.11,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.09,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,19,0,1,0,0,4,4,0,0,0,4,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,39,0.49,0.21,0.31,1.00,,25,11,16,,35,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.06,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.00,1.00,,1,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,6,0,0,10,0,0,0,0,0,1,6,0,,35,0.00,0.00,0.14,0.51,0.23,0.09,0.03,1.00,,0,0,7,27,12,4,1,,3,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,35,0,17,0,0,0,0
BS Applied Physics with Applied Computer Systems,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,3,0,0,0,0,0,0,,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,1.00,0.00,0.00,1.00,,3,0,0,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,0,0,0,0,3,0,0,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0
BS Biology,8,0.13,0.25,0.50,0.00,0.13,0.00,0.00,1.00,,1,2,4,0,1,0,0,,2.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,2,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.50,0.50,0.00,1.00,,4,4,0,,2,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,,0,0,0,8,0,0,0,,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,8,0,0
BS Chemistry with Materials Science Engineering,6,0.83,0.00,0.17,0.00,0.00,0.00,0.00,1.00,,5,0,1,0,0,0,0,,4.00,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,4,0.50,0.50,0.00,1.00,,3,3,0,,4,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,1.00,,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,4,0.00,0.00,0.75,0.25,0.00,0.00,0.00,1.00,,0,0,5,2,0,0,0,,1,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,6,0,0,0,0
BS Computer Engineering,10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,10,0,0,0,0,0,0,,7.00,0.00,0.29,0.57,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,8,0.63,0.00,0.38,1.00,,6,0,4,,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,1.00,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,,7,0.00,0.00,0.00,0.71,0.14,0.00,0.14,1.00,,0,0,0,7,1,0,1,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0
BS Computer Science,20,0.90,0.00,0.10,0.00,0.00,0.00,0.00,1.00,,18,0,2,0,0,0,0,,11.00,0.00,0.27,0.18,0.36,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,5,4,7,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,0.62,0.00,0.38,1.00,,12,0,8,,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,,12,0.00,0.00,0.08,0.83,0.08,0.00,0.00,1.00,,0,0,2,17,2,0,0,,2,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,10,0,10,0,0,0,0
BS Electronics Engineering,8,0.88,0.13,0.00,0.00,0.00,0.00,0.00,1.00,,7,1,0,0,0,0,0,,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,5,0.40,0.60,0.00,1.00,,3,5,0,,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.00,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,,5,0.00,0.00,0.20,0.40,0.20,0.00,0.20,1.00,,0,0,2,3,2,0,2,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0
